#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NFATC2	FOSL1	9606.ENSP00000379330	9606.ENSP00000310170	0	0	0	0	0	0	0.900	0.541	0.952
NFATC2	SMAD3	9606.ENSP00000379330	9606.ENSP00000332973	0	0	0	0	0.049	0	0	0.834	0.836
NFATC2	JUN	9606.ENSP00000379330	9606.ENSP00000360266	0	0	0	0	0	0.931	0.900	0.982	0.999
NFATC2	MAPK8	9606.ENSP00000379330	9606.ENSP00000378974	0	0	0	0	0	0.358	0.900	0.279	0.949
NFATC2	NFATC1	9606.ENSP00000379330	9606.ENSP00000389377	0	0	0	0.866	0.110	0.129	0.900	0.934	0.926
NFATC3	EGR1	9606.ENSP00000300659	9606.ENSP00000239938	0	0	0	0	0	0.056	0.900	0.252	0.923
NFATC3	BATF3	9606.ENSP00000300659	9606.ENSP00000243440	0	0	0	0	0	0	0.900	0.076	0.903
NFATC3	SRF	9606.ENSP00000300659	9606.ENSP00000265354	0	0	0	0	0.062	0	0.800	0.264	0.849
NFATC3	MAPK10	9606.ENSP00000300659	9606.ENSP00000352157	0	0	0	0	0.060	0.158	0.800	0.203	0.857
NFATC3	NFATC1	9606.ENSP00000300659	9606.ENSP00000389377	0	0	0	0.850	0.062	0	0.900	0.853	0.914
NFATC3	JUNB	9606.ENSP00000300659	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.187	0.915
NFATC3	NFATC2	9606.ENSP00000300659	9606.ENSP00000379330	0	0	0	0.797	0.062	0	0.900	0.924	0.920
NFATC3	FOSL1	9606.ENSP00000300659	9606.ENSP00000310170	0	0	0	0	0	0	0.900	0.266	0.923
NFATC3	FOS	9606.ENSP00000300659	9606.ENSP00000306245	0	0	0	0	0	0.213	0.900	0.412	0.949
NFATC3	JUN	9606.ENSP00000300659	9606.ENSP00000360266	0	0	0	0	0	0.129	0.900	0.534	0.955
NFATC3	MAPK9	9606.ENSP00000300659	9606.ENSP00000394560	0	0	0	0	0.062	0.539	0.900	0.339	0.967
NFATC3	MAPK8	9606.ENSP00000300659	9606.ENSP00000378974	0	0	0	0	0.060	0.851	0.800	0.328	0.978
PIM1	CCND1	9606.ENSP00000362608	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.191	0.915
PIM1	NANOG	9606.ENSP00000362608	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.076	0.903
PIM1	TWIST1	9606.ENSP00000362608	9606.ENSP00000242261	0	0	0	0	0	0.058	0.900	0.092	0.906
PIM1	RORA	9606.ENSP00000362608	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.042	0.900
PIM1	STAT3	9606.ENSP00000362608	9606.ENSP00000264657	0	0	0	0	0.053	0.270	0.900	0.296	0.944
PIM1	BATF	9606.ENSP00000362608	9606.ENSP00000286639	0	0	0	0	0.065	0.078	0.900	0	0.906
PIM1	BIRC5	9606.ENSP00000362608	9606.ENSP00000301633	0	0	0	0	0.052	0.143	0.900	0.074	0.914
PIM1	JUNB	9606.ENSP00000362608	9606.ENSP00000303315	0	0	0	0	0.092	0.058	0.900	0.133	0.916
PIM1	FOS	9606.ENSP00000362608	9606.ENSP00000306245	0	0	0	0	0.062	0.078	0.900	0.106	0.912
PIM1	SOX2	9606.ENSP00000362608	9606.ENSP00000323588	0	0	0	0	0	0.078	0.900	0.070	0.906
PIM1	RORC	9606.ENSP00000362608	9606.ENSP00000327025	0	0	0	0	0	0	0.900	0.042	0.900
PIM1	ZEB1	9606.ENSP00000362608	9606.ENSP00000354487	0	0	0	0	0	0	0.900	0.064	0.902
PIM1	POU2F1	9606.ENSP00000362608	9606.ENSP00000356840	0	0	0	0	0	0	0.900	0	0.900
PIM1	CEBPD	9606.ENSP00000362608	9606.ENSP00000386165	0	0	0	0	0	0.139	0.900	0	0.910
PIM1	HIF1A	9606.ENSP00000362608	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.157	0.912
PIM1	FOXO1	9606.ENSP00000362608	9606.ENSP00000368880	0	0	0	0	0.063	0.077	0.900	0.113	0.913
PIM1	NFATC1	9606.ENSP00000362608	9606.ENSP00000389377	0	0	0	0	0.069	0.270	0.900	0.167	0.935
PIM1	BCL6	9606.ENSP00000362608	9606.ENSP00000384371	0	0	0	0	0.062	0.117	0.900	0.357	0.939
PIM1	FOXO3	9606.ENSP00000362608	9606.ENSP00000385824	0	0	0	0	0.063	0.297	0.900	0.208	0.940
PIM1	MYC	9606.ENSP00000362608	9606.ENSP00000479618	0	0	0	0	0.097	0.496	0.900	0.489	0.973
POU2F1	CCND1	9606.ENSP00000356840	9606.ENSP00000227507	0	0	0	0	0.062	0	0.900	0.123	0.910
POU2F1	NANOG	9606.ENSP00000356840	9606.ENSP00000229307	0	0	0	0	0.072	0.182	0.900	0.203	0.931
POU2F1	TWIST1	9606.ENSP00000356840	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.192	0.915
POU2F1	RORA	9606.ENSP00000356840	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.238	0.920
POU2F1	EP300	9606.ENSP00000356840	9606.ENSP00000263253	0	0	0	0	0.062	0.076	0.800	0.203	0.843
POU2F1	ATF2	9606.ENSP00000356840	9606.ENSP00000264110	0	0	0	0	0	0.182	0.900	0.102	0.920
POU2F1	STAT3	9606.ENSP00000356840	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.195	0.916
POU2F1	BATF	9606.ENSP00000356840	9606.ENSP00000286639	0	0	0	0	0	0.090	0.900	0.063	0.907
POU2F1	BIRC5	9606.ENSP00000356840	9606.ENSP00000301633	0	0	0	0	0	0	0.900	0.048	0.900
POU2F1	JUNB	9606.ENSP00000356840	9606.ENSP00000303315	0	0	0	0	0.046	0	0.900	0.077	0.904
POU2F1	SOX2	9606.ENSP00000356840	9606.ENSP00000323588	0	0	0	0	0	0.865	0.900	0.685	0.995
POU2F1	RORC	9606.ENSP00000356840	9606.ENSP00000327025	0	0	0	0	0	0	0.900	0.072	0.903
POU2F1	SP1	9606.ENSP00000356840	9606.ENSP00000329357	0	0	0	0	0.062	0.867	0.600	0.254	0.958
POU2F1	ZEB1	9606.ENSP00000356840	9606.ENSP00000354487	0	0	0	0	0.062	0.151	0.900	0.189	0.926
POU2F1	JUN	9606.ENSP00000356840	9606.ENSP00000360266	0	0	0	0	0	0	0.600	0.288	0.703
POU2F1	PIM1	9606.ENSP00000356840	9606.ENSP00000362608	0	0	0	0	0	0	0.900	0	0.900
POU2F1	FOXO3	9606.ENSP00000356840	9606.ENSP00000385824	0	0	0	0	0	0.061	0.900	0.115	0.909
POU2F1	FOXO1	9606.ENSP00000356840	9606.ENSP00000368880	0	0	0	0	0	0.061	0.900	0.168	0.915
POU2F1	CEBPD	9606.ENSP00000356840	9606.ENSP00000386165	0	0	0	0	0	0.058	0.900	0.180	0.916
POU2F1	HIF1A	9606.ENSP00000356840	9606.ENSP00000437955	0	0	0	0	0	0.158	0.900	0.129	0.920
POU2F1	MYC	9606.ENSP00000356840	9606.ENSP00000479618	0	0	0	0	0	0.057	0.900	0.261	0.924
POU2F1	BCL6	9606.ENSP00000356840	9606.ENSP00000384371	0	0	0	0	0.053	0.062	0.900	0.491	0.948
RORA	CCND1	9606.ENSP00000261523	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.141	0.910
RORA	NANOG	9606.ENSP00000261523	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.067	0.902
RORA	TWIST1	9606.ENSP00000261523	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.060	0.901
RORA	PIM1	9606.ENSP00000261523	9606.ENSP00000362608	0	0	0	0	0	0	0.900	0.042	0.900
RORA	BIRC5	9606.ENSP00000261523	9606.ENSP00000301633	0	0	0	0	0	0	0.900	0.070	0.903
RORA	EP300	9606.ENSP00000261523	9606.ENSP00000263253	0	0	0	0	0	0.298	0.800	0.389	0.906
RORA	RORC	9606.ENSP00000261523	9606.ENSP00000327025	0	0	0	0.926	0.062	0	0.900	0.734	0.907
RORA	JUNB	9606.ENSP00000261523	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.120	0.908
RORA	SOX2	9606.ENSP00000261523	9606.ENSP00000323588	0	0	0	0	0	0	0.900	0.159	0.912
RORA	ZEB1	9606.ENSP00000261523	9606.ENSP00000354487	0	0	0	0	0.064	0	0.900	0.174	0.915
RORA	CEBPD	9606.ENSP00000261523	9606.ENSP00000386165	0	0	0	0	0	0.070	0.900	0.188	0.917
RORA	POU2F1	9606.ENSP00000261523	9606.ENSP00000356840	0	0	0	0	0	0	0.900	0.238	0.920
RORA	MYC	9606.ENSP00000261523	9606.ENSP00000479618	0	0	0	0	0	0	0.900	0.244	0.921
RORA	FOS	9606.ENSP00000261523	9606.ENSP00000306245	0	0	0	0	0	0.077	0.900	0.233	0.923
RORA	FOXO3	9606.ENSP00000261523	9606.ENSP00000385824	0	0	0	0	0.062	0.139	0.900	0.193	0.926
RORA	FOXO1	9606.ENSP00000261523	9606.ENSP00000368880	0	0	0	0	0	0.105	0.900	0.242	0.926
RORA	STAT3	9606.ENSP00000261523	9606.ENSP00000264657	0	0	0	0	0	0.059	0.900	0.391	0.937
RORA	HIF1A	9606.ENSP00000261523	9606.ENSP00000437955	0	0	0	0	0	0.283	0.900	0.282	0.944
RORA	BCL6	9606.ENSP00000261523	9606.ENSP00000384371	0	0	0	0	0	0.066	0.900	0.483	0.947
RORA	BATF	9606.ENSP00000261523	9606.ENSP00000286639	0	0	0	0	0	0.077	0.900	0.512	0.951
RORC	CCND1	9606.ENSP00000327025	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.048	0.900
RORC	NANOG	9606.ENSP00000327025	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0	0.900
RORC	TWIST1	9606.ENSP00000327025	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0	0.900
RORC	RORA	9606.ENSP00000327025	9606.ENSP00000261523	0	0	0	0.926	0.062	0	0.900	0.734	0.907
RORC	STAT3	9606.ENSP00000327025	9606.ENSP00000264657	0	0	0	0	0	0.345	0.900	0.753	0.982
RORC	BATF	9606.ENSP00000327025	9606.ENSP00000286639	0	0	0	0	0	0.182	0.900	0.640	0.968
RORC	BIRC5	9606.ENSP00000327025	9606.ENSP00000301633	0	0	0	0	0	0	0.900	0	0.900
RORC	JUNB	9606.ENSP00000327025	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.156	0.912
RORC	FOS	9606.ENSP00000327025	9606.ENSP00000306245	0	0	0	0	0	0.077	0.900	0.159	0.915
RORC	SOX2	9606.ENSP00000327025	9606.ENSP00000323588	0	0	0	0	0	0	0.900	0.053	0.901
RORC	PIM1	9606.ENSP00000327025	9606.ENSP00000362608	0	0	0	0	0	0	0.900	0.042	0.900
RORC	POU2F1	9606.ENSP00000327025	9606.ENSP00000356840	0	0	0	0	0	0	0.900	0.072	0.903
RORC	CEBPD	9606.ENSP00000327025	9606.ENSP00000386165	0	0	0	0	0	0.070	0.900	0.095	0.908
RORC	ZEB1	9606.ENSP00000327025	9606.ENSP00000354487	0	0	0	0	0.064	0	0.900	0.104	0.908
RORC	MYC	9606.ENSP00000327025	9606.ENSP00000479618	0	0	0	0	0	0	0.900	0.167	0.913
RORC	FOXO3	9606.ENSP00000327025	9606.ENSP00000385824	0	0	0	0	0	0.105	0.900	0.120	0.914
RORC	FOXO1	9606.ENSP00000327025	9606.ENSP00000368880	0	0	0	0	0	0.182	0.900	0.218	0.930
RORC	HIF1A	9606.ENSP00000327025	9606.ENSP00000437955	0	0	0	0	0	0.182	0.900	0.260	0.934
RORC	BCL6	9606.ENSP00000327025	9606.ENSP00000384371	0	0	0	0	0.062	0.066	0.900	0.531	0.953
SMAD2	NANOG	9606.ENSP00000262160	9606.ENSP00000229307	0	0	0	0	0.069	0	0.600	0.734	0.892
SMAD2	STAT3	9606.ENSP00000262160	9606.ENSP00000264657	0	0	0	0	0.068	0	0	0.718	0.726
SMAD2	FOSL1	9606.ENSP00000262160	9606.ENSP00000310170	0	0	0	0	0	0.062	0	0.769	0.774
SMAD2	ZEB1	9606.ENSP00000262160	9606.ENSP00000354487	0	0	0	0	0	0.301	0	0.743	0.813
SMAD2	SOX2	9606.ENSP00000262160	9606.ENSP00000323588	0	0	0	0	0	0.155	0.600	0.551	0.835
SMAD2	JUNB	9606.ENSP00000262160	9606.ENSP00000303315	0	0	0	0	0	0.058	0.900	0.233	0.921
SMAD2	JUN	9606.ENSP00000262160	9606.ENSP00000360266	0	0	0	0	0	0.688	0	0.757	0.921
SMAD2	FOXO1	9606.ENSP00000262160	9606.ENSP00000368880	0	0	0	0	0	0.106	0.900	0.473	0.948
SMAD2	SMAD3	9606.ENSP00000262160	9606.ENSP00000332973	0	0	0	0.984	0.114	0.898	0.900	0.991	0.990
SMAD2	SP1	9606.ENSP00000262160	9606.ENSP00000329357	0	0	0	0	0.062	0.683	0.900	0.716	0.990
SMAD2	FOXO3	9606.ENSP00000262160	9606.ENSP00000385824	0	0	0	0	0	0.292	0.900	0.917	0.993
SMAD2	MYC	9606.ENSP00000262160	9606.ENSP00000479618	0	0	0	0	0	0.470	0.900	0.970	0.998
SMAD2	EP300	9606.ENSP00000262160	9606.ENSP00000263253	0	0	0	0	0.049	0.786	0.900	0.972	0.999
SMAD2	SMAD4	9606.ENSP00000262160	9606.ENSP00000341551	0	0	0	0.833	0.063	0.999	0.900	0.993	0.999
SMAD3	JUND	9606.ENSP00000332973	9606.ENSP00000252818	0	0	0	0	0	0.345	0	0.679	0.781
SMAD3	SMAD2	9606.ENSP00000332973	9606.ENSP00000262160	0	0	0	0.984	0.114	0.898	0.900	0.991	0.990
SMAD3	EP300	9606.ENSP00000332973	9606.ENSP00000263253	0	0	0	0	0.049	0.944	0.900	0.989	0.999
SMAD3	ATF2	9606.ENSP00000332973	9606.ENSP00000264110	0	0	0	0	0.062	0.285	0.900	0.700	0.977
SMAD3	STAT3	9606.ENSP00000332973	9606.ENSP00000264657	0	0	0	0	0.066	0.270	0	0.915	0.937
SMAD3	JUNB	9606.ENSP00000332973	9606.ENSP00000303315	0	0	0	0	0	0.478	0.900	0.374	0.964
SMAD3	FOS	9606.ENSP00000332973	9606.ENSP00000306245	0	0	0	0	0	0.497	0.900	0.826	0.990
SMAD3	SP1	9606.ENSP00000332973	9606.ENSP00000329357	0	0	0	0	0.062	0.877	0.900	0.930	0.999
SMAD3	MAPK10	9606.ENSP00000332973	9606.ENSP00000352157	0	0	0	0	0.065	0	0.800	0.166	0.830
SMAD3	NFATC2	9606.ENSP00000332973	9606.ENSP00000379330	0	0	0	0	0.049	0	0	0.834	0.836
SMAD3	MAPK9	9606.ENSP00000332973	9606.ENSP00000394560	0	0	0	0	0.064	0.213	0.800	0.268	0.877
SMAD3	MAPK8	9606.ENSP00000332973	9606.ENSP00000378974	0	0	0	0	0.065	0.600	0.800	0.464	0.954
SMAD3	FOXO1	9606.ENSP00000332973	9606.ENSP00000368880	0	0	0	0	0	0.319	0.900	0.721	0.979
SMAD3	ZEB1	9606.ENSP00000332973	9606.ENSP00000354487	0	0	0	0	0	0.334	0	0.980	0.986
SMAD3	FOXO3	9606.ENSP00000332973	9606.ENSP00000385824	0	0	0	0	0	0.708	0.900	0.680	0.989
SMAD3	MYC	9606.ENSP00000332973	9606.ENSP00000479618	0	0	0	0	0	0.281	0.900	0.937	0.995
SMAD3	ATF3	9606.ENSP00000332973	9606.ENSP00000344352	0	0	0	0	0	0.528	0.900	0.946	0.997
SMAD3	SMAD4	9606.ENSP00000332973	9606.ENSP00000341551	0	0	0	0.869	0.082	0.999	0.900	0.993	0.999
SMAD3	HIF1A	9606.ENSP00000332973	9606.ENSP00000437955	0	0	0	0	0	0.772	0.900	0.977	0.999
SMAD3	JUN	9606.ENSP00000332973	9606.ENSP00000360266	0	0	0	0	0	0.757	0.900	0.985	0.999
SMAD4	CCND1	9606.ENSP00000341551	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.602	0.958
SMAD4	NANOG	9606.ENSP00000341551	9606.ENSP00000229307	0	0	0	0	0	0.270	0.600	0.428	0.818
SMAD4	SMAD2	9606.ENSP00000341551	9606.ENSP00000262160	0	0	0	0.833	0.063	0.999	0.900	0.993	0.999
SMAD4	EP300	9606.ENSP00000341551	9606.ENSP00000263253	0	0	0	0	0.062	0.882	0.900	0.987	0.999
SMAD4	ATF2	9606.ENSP00000341551	9606.ENSP00000264110	0	0	0	0	0.097	0.285	0.900	0.453	0.960
SMAD4	STAT3	9606.ENSP00000341551	9606.ENSP00000264657	0	0	0	0	0.062	0	0	0.753	0.759
SMAD4	JUNB	9606.ENSP00000341551	9606.ENSP00000303315	0	0	0	0	0.056	0.287	0.900	0.205	0.939
SMAD4	FOS	9606.ENSP00000341551	9606.ENSP00000306245	0	0	0	0	0	0.062	0.900	0.578	0.957
SMAD4	SOX2	9606.ENSP00000341551	9606.ENSP00000323588	0	0	0	0	0	0.139	0.600	0.469	0.801
SMAD4	SP1	9606.ENSP00000341551	9606.ENSP00000329357	0	0	0	0	0.062	0.878	0.900	0.371	0.991
SMAD4	SMAD3	9606.ENSP00000341551	9606.ENSP00000332973	0	0	0	0.869	0.082	0.999	0.900	0.993	0.999
SMAD4	ZEB1	9606.ENSP00000341551	9606.ENSP00000354487	0	0	0	0	0	0.068	0	0.823	0.828
SMAD4	MAPK9	9606.ENSP00000341551	9606.ENSP00000394560	0	0	0	0	0.062	0	0.800	0.335	0.864
SMAD4	MAPK8	9606.ENSP00000341551	9606.ENSP00000378974	0	0	0	0	0.066	0	0.800	0.608	0.920
SMAD4	MAPK10	9606.ENSP00000341551	9606.ENSP00000352157	0	0	0	0	0.063	0	0.800	0.672	0.933
SMAD4	FOXO1	9606.ENSP00000341551	9606.ENSP00000368880	0	0	0	0	0.062	0.319	0.900	0.552	0.967
SMAD4	HIF1A	9606.ENSP00000341551	9606.ENSP00000437955	0	0	0	0	0	0.056	0.900	0.738	0.973
SMAD4	MYC	9606.ENSP00000341551	9606.ENSP00000479618	0	0	0	0	0	0.056	0.900	0.787	0.978
SMAD4	ATF3	9606.ENSP00000341551	9606.ENSP00000344352	0	0	0	0	0	0.062	0.900	0.835	0.983
SMAD4	FOXO3	9606.ENSP00000341551	9606.ENSP00000385824	0	0	0	0	0	0.520	0.900	0.904	0.995
SMAD4	JUN	9606.ENSP00000341551	9606.ENSP00000360266	0	0	0	0	0	0.420	0.900	0.983	0.998
SOX2	CCND1	9606.ENSP00000323588	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.671	0.965
SOX2	NANOG	9606.ENSP00000323588	9606.ENSP00000229307	0	0	0	0	0.137	0.837	0.800	0.959	0.998
SOX2	TWIST1	9606.ENSP00000323588	9606.ENSP00000242261	0	0	0	0	0	0.345	0.900	0.577	0.969
SOX2	RORA	9606.ENSP00000323588	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.159	0.912
SOX2	SMAD2	9606.ENSP00000323588	9606.ENSP00000262160	0	0	0	0	0	0.155	0.600	0.551	0.835
SOX2	EP300	9606.ENSP00000323588	9606.ENSP00000263253	0	0	0	0	0.101	0.302	0	0.634	0.750
SOX2	STAT3	9606.ENSP00000323588	9606.ENSP00000264657	0	0	0	0	0	0.063	0.900	0.693	0.968
SOX2	BATF	9606.ENSP00000323588	9606.ENSP00000286639	0	0	0	0	0	0.124	0.900	0.119	0.916
SOX2	BIRC5	9606.ENSP00000323588	9606.ENSP00000301633	0	0	0	0	0	0	0.900	0.282	0.925
SOX2	JUNB	9606.ENSP00000323588	9606.ENSP00000303315	0	0	0	0	0	0.094	0.900	0.105	0.911
SOX2	FOS	9606.ENSP00000323588	9606.ENSP00000306245	0	0	0	0	0	0.124	0.900	0.402	0.943
SOX2	SMAD4	9606.ENSP00000323588	9606.ENSP00000341551	0	0	0	0	0	0.139	0.600	0.469	0.801
SOX2	RORC	9606.ENSP00000323588	9606.ENSP00000327025	0	0	0	0	0	0	0.900	0.053	0.901
SOX2	PIM1	9606.ENSP00000323588	9606.ENSP00000362608	0	0	0	0	0	0.078	0.900	0.070	0.906
SOX2	BCL6	9606.ENSP00000323588	9606.ENSP00000384371	0	0	0	0	0	0.101	0.900	0.225	0.924
SOX2	FOXO3	9606.ENSP00000323588	9606.ENSP00000385824	0	0	0	0	0	0.125	0.900	0.343	0.937
SOX2	FOXO1	9606.ENSP00000323588	9606.ENSP00000368880	0	0	0	0	0	0.125	0.900	0.375	0.940
SOX2	CEBPD	9606.ENSP00000323588	9606.ENSP00000386165	0	0	0	0	0	0.102	0.900	0.418	0.943
SOX2	HIF1A	9606.ENSP00000323588	9606.ENSP00000437955	0	0	0	0	0	0.147	0.900	0.557	0.958
SOX2	ZEB1	9606.ENSP00000323588	9606.ENSP00000354487	0	0	0	0	0.073	0.345	0.900	0.649	0.975
SOX2	MYC	9606.ENSP00000323588	9606.ENSP00000479618	0	0	0	0	0	0.057	0.900	0.926	0.992
SOX2	POU2F1	9606.ENSP00000323588	9606.ENSP00000356840	0	0	0	0	0	0.865	0.900	0.685	0.995
SP1	JUND	9606.ENSP00000329357	9606.ENSP00000252818	0	0	0	0	0	0.101	0.900	0.704	0.971
SP1	SMAD2	9606.ENSP00000329357	9606.ENSP00000262160	0	0	0	0	0.062	0.683	0.900	0.716	0.990
SP1	EP300	9606.ENSP00000329357	9606.ENSP00000263253	0	0	0	0	0.125	0.916	0.900	0.974	0.999
SP1	STAT3	9606.ENSP00000329357	9606.ENSP00000264657	0	0	0	0	0.062	0.838	0	0.965	0.994
SP1	JUNB	9606.ENSP00000329357	9606.ENSP00000303315	0	0	0	0	0.046	0.101	0.900	0.290	0.930
SP1	FOS	9606.ENSP00000329357	9606.ENSP00000306245	0	0	0	0	0	0.062	0.900	0.501	0.949
SP1	FOSL1	9606.ENSP00000329357	9606.ENSP00000310170	0	0	0	0	0	0.062	0.900	0.261	0.924
SP1	MAPK10	9606.ENSP00000329357	9606.ENSP00000352157	0	0	0	0	0	0.062	0.900	0.094	0.907
SP1	MAPK9	9606.ENSP00000329357	9606.ENSP00000394560	0	0	0	0	0	0.062	0.900	0.147	0.913
SP1	NFATC1	9606.ENSP00000329357	9606.ENSP00000389377	0	0	0	0	0	0.056	0.900	0.257	0.923
SP1	POU2F1	9606.ENSP00000329357	9606.ENSP00000356840	0	0	0	0	0.062	0.867	0.600	0.254	0.958
SP1	MAPK8	9606.ENSP00000329357	9606.ENSP00000378974	0	0	0	0	0	0.498	0.900	0.286	0.961
SP1	SMAD4	9606.ENSP00000329357	9606.ENSP00000341551	0	0	0	0	0.062	0.878	0.900	0.371	0.991
SP1	HIF1A	9606.ENSP00000329357	9606.ENSP00000437955	0	0	0	0	0	0.819	0.900	0.746	0.995
SP1	JUN	9606.ENSP00000329357	9606.ENSP00000360266	0	0	0	0	0	0.855	0.900	0.929	0.998
SP1	MYC	9606.ENSP00000329357	9606.ENSP00000479618	0	0	0	0	0.062	0.837	0.900	0.972	0.999
SP1	SMAD3	9606.ENSP00000329357	9606.ENSP00000332973	0	0	0	0	0.062	0.877	0.900	0.930	0.999
SRF	EGR1	9606.ENSP00000265354	9606.ENSP00000239938	0	0	0	0	0.049	0.066	0.900	0.611	0.960
SRF	EGR2	9606.ENSP00000265354	9606.ENSP00000242480	0	0	0	0	0.062	0.066	0.900	0.366	0.937
SRF	FOSB	9606.ENSP00000265354	9606.ENSP00000245919	0	0	0	0	0	0.058	0.650	0.418	0.791
SRF	JUND	9606.ENSP00000265354	9606.ENSP00000252818	0	0	0	0	0.052	0	0.650	0.415	0.789
SRF	FOSL1	9606.ENSP00000265354	9606.ENSP00000310170	0	0	0	0	0.062	0.058	0.650	0.294	0.752
SRF	EGR3	9606.ENSP00000265354	9606.ENSP00000318057	0	0	0	0	0	0.066	0.650	0.374	0.777
SRF	JUNB	9606.ENSP00000265354	9606.ENSP00000303315	0	0	0	0	0.062	0	0.650	0.381	0.779
SRF	NFATC2	9606.ENSP00000265354	9606.ENSP00000379330	0	0	0	0	0	0	0.800	0.160	0.824
SRF	NFATC3	9606.ENSP00000265354	9606.ENSP00000300659	0	0	0	0	0.062	0	0.800	0.264	0.849
SRF	NFATC1	9606.ENSP00000265354	9606.ENSP00000389377	0	0	0	0	0.062	0	0.800	0.310	0.859
SRF	CREB1	9606.ENSP00000265354	9606.ENSP00000387699	0	0	0	0	0	0.213	0.600	0.604	0.864
SRF	FOXO1	9606.ENSP00000265354	9606.ENSP00000368880	0	0	0	0	0	0.182	0	0.902	0.917
SRF	ARC	9606.ENSP00000265354	9606.ENSP00000349022	0	0	0	0	0.062	0	0.900	0.288	0.927
SRF	FOS	9606.ENSP00000265354	9606.ENSP00000306245	0	0	0	0	0	0.058	0.900	0.718	0.971
STAT3	CCND1	9606.ENSP00000264657	9606.ENSP00000227507	0	0	0	0	0.049	0.708	0.900	0.854	0.995
STAT3	NANOG	9606.ENSP00000264657	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.986	0.998
STAT3	IL4	9606.ENSP00000264657	9606.ENSP00000231449	0	0	0	0	0	0	0.600	0.736	0.890
STAT3	TWIST1	9606.ENSP00000264657	9606.ENSP00000242261	0	0	0	0	0	0.427	0.900	0.595	0.974
STAT3	RORA	9606.ENSP00000264657	9606.ENSP00000261523	0	0	0	0	0	0.059	0.900	0.391	0.937
STAT3	SMAD2	9606.ENSP00000264657	9606.ENSP00000262160	0	0	0	0	0.068	0	0	0.718	0.726
STAT3	EP300	9606.ENSP00000264657	9606.ENSP00000263253	0	0	0	0	0.062	0.872	0.900	0.989	0.999
STAT3	SMAD4	9606.ENSP00000264657	9606.ENSP00000341551	0	0	0	0	0.062	0	0	0.753	0.759
STAT3	ATF3	9606.ENSP00000264657	9606.ENSP00000344352	0	0	0	0	0.062	0.492	0	0.558	0.771
STAT3	IL13	9606.ENSP00000264657	9606.ENSP00000304915	0	0	0	0	0	0	0.600	0.727	0.886
STAT3	MAPK8	9606.ENSP00000264657	9606.ENSP00000378974	0	0	0	0	0	0.678	0	0.693	0.897
STAT3	POU2F1	9606.ENSP00000264657	9606.ENSP00000356840	0	0	0	0	0	0	0.900	0.195	0.916
STAT3	CREB1	9606.ENSP00000264657	9606.ENSP00000387699	0	0	0	0	0	0.270	0.650	0.747	0.930
STAT3	SMAD3	9606.ENSP00000264657	9606.ENSP00000332973	0	0	0	0	0.066	0.270	0	0.915	0.937
STAT3	PIM1	9606.ENSP00000264657	9606.ENSP00000362608	0	0	0	0	0.053	0.270	0.900	0.296	0.944
STAT3	CEBPD	9606.ENSP00000264657	9606.ENSP00000386165	0	0	0	0	0.062	0.066	0.900	0.470	0.947
STAT3	JUNB	9606.ENSP00000264657	9606.ENSP00000303315	0	0	0	0	0.099	0.138	0.900	0.414	0.948
STAT3	NFATC1	9606.ENSP00000264657	9606.ENSP00000389377	0	0	0	0	0.062	0	0	0.952	0.953
STAT3	BIRC5	9606.ENSP00000264657	9606.ENSP00000301633	0	0	0	0	0	0.292	0.900	0.435	0.956
STAT3	ZEB1	9606.ENSP00000264657	9606.ENSP00000354487	0	0	0	0	0.062	0	0.900	0.629	0.962
STAT3	SOX2	9606.ENSP00000264657	9606.ENSP00000323588	0	0	0	0	0	0.063	0.900	0.693	0.968
STAT3	FOXO3	9606.ENSP00000264657	9606.ENSP00000385824	0	0	0	0	0	0.082	0.900	0.694	0.969
STAT3	BCL6	9606.ENSP00000264657	9606.ENSP00000384371	0	0	0	0	0	0.285	0.900	0.729	0.979
STAT3	BATF	9606.ENSP00000264657	9606.ENSP00000286639	0	0	0	0	0	0.281	0.900	0.757	0.981
